"No","Player ID","Player Name","MLB ID","Date","Pitch ID","Pitch Type","Is Strike","Strike Zone Side","Strike Zone Height","Velocity","Total Spin","True Spin (release)","Spin Efficiency (release)","Spin Direction","Spin Confidence","Release Extension (ft)","VB (trajectory)","HB (trajectory)","VB (spin)","HB (spin)","Horizontal Angle","Release Angle","Release Height","Release Side","Gyro Degree (deg)","Unique ID","Device Serial Number"
73,934057,"Brett Dunham","-","Wed Sep 28 2022 12:46:03 PM",1664369163,"Fastball","NO","-15.97","13.78",85.23,2063.7,1634,79.2,"01:38",0.9,2.09291458,"10.73","13.26","10.7","12.3","-4.83","-0.90","4.50","1.97","37.65","934057@1664369163","RBB20XBNR56R"
74,934057,"Brett Dunham","-","Wed Sep 28 2022 12:46:49 PM",1664369209,"CurveBall","NO","19.80","37.76",73.23,2436.3,1280.6,52.6,"07:56",0.9,2.11401367,"-6.10","-8.23","-6.1","-11.8","0.34","3.49","4.59","2.03","58.29","934057@1664369209","RBB20XBNR56R"
75,934057,"Brett Dunham","-","Wed Sep 28 2022 12:47:06 PM",1664369226,"CurveBall","YES","9.76","35.04",72.88,2671.2,1420.3,53.2,"07:56",0.8,1.96849632,"-6.56","-18.98","-6.6","-12.6","0.55","3.88","4.49","1.89","57.88","934057@1664369226","RBB20XBNR56R"
76,934057,"Brett Dunham","-","Wed Sep 28 2022 12:47:55 PM",1664369275,"Slider","NO","17.99","31.41",73.58,2397.1,702.7,29.3,"08:30",0.9,2.14438629,"-1.67","-5.34","-1.7","-7.8","0.10","2.88","4.61","1.85","72.95","934057@1664369275","RBB20XBNR56R"
77,934057,"Brett Dunham","-","Wed Sep 28 2022 12:48:19 PM",1664369299,"Slider","NO","13.76","37.87",73.63,2474,1074.2,43.4,"07:28",0.9,2.08729744,"-7.15","-10.79","-7.2","-8.5","0.15","3.84","4.56","1.91","64.27","934057@1664369299","RBB20XBNR56R"
78,934057,"Brett Dunham","-","Wed Sep 28 2022 12:48:59 PM",1664369339,"ChangeUp","NO","18.86","33.23",78.51,1636,1593.8,97.4,"02:18",0.9,2.109602,"6.80","19.09","6.8","17.5","-2.30","1.46","4.50","2.07","13.05","934057@1664369339","RBB20XBNR56R"
79,934057,"Brett Dunham","-","Wed Sep 28 2022 12:49:17 PM",1664369357,"Fastball","NO","9.15","42.72",83.07,1984.3,1984.3,100,"01:48",0.9,"-","11.77","13.93","11.8","16.5","-2.54","0.83","4.92","1.90","0.45","934057@1664369357","RBB20XBNR56R"
80,934057,"Brett Dunham","-","Wed Sep 28 2022 12:49:32 PM",1664369372,"Fastball","NO","7.12","42.31",85.14,1949.1,1949.1,100,"01:56",1,2.13718224,"10.50","18.66","10.5","17.3","-3.15","0.71","4.86","1.90","-0.12","934057@1664369372","RBB20XBNR56R"
81,934057,"Brett Dunham","-","Wed Sep 28 2022 12:49:47 PM",1664369387,"ChangeUp","NO","19.43","37.22",77.16,1414.2,1413.2,99.9,"02:24",0.9,2.09114265,"5.55","16.04","5.5","17.3","-2.00","1.69","4.49","2.11","2.14","934057@1664369387","RBB20XBNR56R"
82,934057,"Brett Dunham","-","Wed Sep 28 2022 12:50:02 PM",1664369402,"Fastball","NO","6.19","43.80",84.2,1983.4,1979.9,99.8,"02:00",0.9,2.066063,"10.12","15.93","10.1","17.9","-2.94","1.78","4.70","1.87","3.40","934057@1664369402","RBB20XBNR56R"
